State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,03-07-2020,0.95,-4.31,-4.53,12,8.13,2.2,-30.3,10.9,13.1
2500,03-07-2020,0.654,1.02,2.65,12.6,8.9,-15.9,-18.4,7.91,6.95
3400,03-07-2020,2.36,-0.884,-2.16,11.6,13.7,3.29,-12.8,12.1,10.7
3600,03-07-2020,-0.632,-4.07,-3.66,3.49,10.5,-3.7,-17,6.87,3.76
4400,03-07-2020,-4.1,-10.7,-17.1,16.2,12.6,36.3,-40.2,8.59,5.08
900,03-08-2020,0.292,-6.03,-5.65,10.3,8.37,1.28,-32.6,9.84,11
2500,03-08-2020,3.05,-1.32,2.45,12.5,16,-15.8,-17.3,12.8,9.33
3400,03-08-2020,4.04,-1.46,4.99,11.1,14.8,4.51,-12.9,12.8,11.2
3600,03-08-2020,0.962,-4.94,-2.53,2.4,12.3,-1.09,-16.4,7.18,2.71
4400,03-08-2020,1.78,1.07,-11.7,7.74,15.6,10.5,-32.1,8.24,1.7
900,03-09-2020,-3.63,-7.18,-8.62,6.05,2.9,-3.92,-34.7,3.98,4.88
2500,03-09-2020,0.792,-3.55,-1.15,5.46,13.7,-9.22,-21,9.35,4.77
3400,03-09-2020,1.65,-2.25,0.924,8.94,14.8,0.555,-15.6,11.6,9.01
3600,03-09-2020,-0.829,-6.45,-3.63,0.529,12.1,-4.08,-19.5,6.28,1.28
4400,03-09-2020,-5.69,-2.68,-19.5,-10.2,6.36,11.8,-42.3,-3.61,-12.3
900,03-10-2020,-2.3,-7.15,-12.4,10.7,11.3,-6.15,-38.1,10.7,10.4
2500,03-10-2020,1.93,-4.69,-5.86,8.91,19.7,-8.36,-22.7,14.6,9.23
3400,03-10-2020,1.67,-2.93,0.309,11.1,20.7,-0.065,-21.5,15.5,11.1
3600,03-10-2020,-1.66,-5.56,-7.73,0.751,15.7,-5.32,-24.4,8.19,1.86
4400,03-10-2020,-0.875,19.3,-43.2,-10.2,14,19.5,-46.1,-0.79,-13.9
900,03-11-2020,-3.1,-7.99,-13.8,8.4,13.3,-13.4,-36.3,11,9.36
2500,03-11-2020,-0.0267,-6.26,-7.58,6.93,20.3,-11.4,-25.7,13.4,6.12
3400,03-11-2020,0.795,-3.92,-4.06,10.2,22.2,-2.2,-24.3,15.3,9.41
3600,03-11-2020,-1.76,-5.92,-11.7,0.087,18.4,-6.18,-25,9.15,1.26
4400,03-11-2020,0.0948,16.6,-42.7,1.18,13.4,-5.8,-36.3,2.55,-6.76
900,03-12-2020,-0.906,-7.43,-17.2,13.3,28.2,-14.5,-38.5,19.2,12.4
2500,03-12-2020,2.21,-9.2,-18.5,9.48,36,-11.6,-31,22.4,8.04
3400,03-12-2020,2,-5.27,-7.31,11.4,33.9,-3.99,-25.3,20.2,8.32
3600,03-12-2020,-0.427,-7.95,-14.2,2.56,30.7,-3.46,-26,15.7,2.76
4400,03-12-2020,0.982,12.2,-35.3,12,24.5,-16.5,-39.8,20.7,17.6
900,03/13/2020,0.518,-9.69,-21.4,15.6,44.6,-13.3,-40.2,26.3,12.6
2500,03/13/2020,3.66,-13.9,-26.1,8.65,51.9,-9.57,-33,30.6,7.83
3400,03/13/2020,3.27,-7.55,-12,10.9,48.6,-5.17,-28.3,27.1,8.18
3600,03/13/2020,1.16,-10,-18.2,4.34,45.2,-6.54,-29.5,22.8,3.43
4400,03/13/2020,0.31,7.21,-52.5,19,48.1,-16.4,-43.8,35.5,22.3
900,03/14/2020,-0.991,-16.1,-25.4,8.64,49.2,-14,-41.4,25.1,7.12
2500,03/14/2020,2.28,-20,-31.3,2.93,55.9,-5.47,-33.1,30.4,3.23
3400,03/14/2020,1.91,-13.5,-15.8,6.54,52.6,-6.96,-33.6,27.2,4.99
3600,03/14/2020,0.662,-15.8,-22.3,2.25,52.5,-6.97,-33,25,1.25
4400,03/14/2020,-4.2,0.834,-62.7,17.5,56.1,-23.2,-27.6,38.7,20
900,03/15/2020,-0.744,-22,-28.7,5.68,54.2,-12.7,-43.9,26.6,6.25
2500,03/15/2020,-0.517,-25.4,-37.3,-2.37,55,-4.02,-37.8,28.3,0.0752
3400,03/15/2020,-0.656,-19.4,-23.8,0.983,53.9,-9.37,-37.4,24.8,-0.152
3600,03/15/2020,-0.735,-21.3,-26.8,-0.375,56.1,-8.07,-37,26,-0.0575
4400,03/15/2020,-6.98,-12.6,-60.3,19.6,59.8,-9.69,-21.4,38.8,17
900,03/16/2020,0.352,-25.7,-34.5,5.17,69.6,-13.1,-50,33.6,7.11
2500,03/16/2020,-0.331,-28.8,-42.6,-3.1,64.2,-14.2,-40.7,33.3,0.405
3400,03/16/2020,0.605,-22.7,-26.9,0.704,66.7,-12.1,-43.1,30.4,-0.769
3600,03/16/2020,0.815,-24.3,-31.7,-0.728,68.5,-13.4,-39.3,32.5,0.837
4400,03/16/2020,-2.6,-17.7,-63.1,34.2,76.2,-14.5,-8.78,55.4,32.9
900,03/17/2020,-2.5,-30.6,-36.9,0.417,72,-19.3,-55.5,31.7,2.52
2500,03/17/2020,-2.92,-33.6,-43.7,-8.64,65.4,-20.7,-44.4,31.4,-4.73
3400,03/17/2020,-1.17,-28,-29.2,-4.14,68.2,-18.2,-47.2,29.3,-4.01
3600,03/17/2020,-0.222,-29.5,-34.5,-4.54,75.1,-19.6,-43.8,33.9,-1.95
4400,03/17/2020,-5.59,-25.7,-64.2,31.6,81,-19.3,-9.49,58.6,34.4
900,03/18/2020,-4.75,-36.4,-41.5,-3.48,74.4,-25,-59.4,30.6,-0.96
2500,03/18/2020,-5.39,-38.4,-48.6,-11.8,64.9,-24.9,-50.1,30.6,-5.54
3400,03/18/2020,-2.41,-32.7,-31.9,-8.5,70,-23.5,-50.7,28.9,-6.28
3600,03/18/2020,-2.07,-35.2,-40.6,-9.14,77.4,-26.2,-48.5,33.5,-4.57
4400,03/18/2020,-8.98,-35.7,-67.5,14.9,79.4,-24.1,-14.7,49.6,19.2
900,03/19/2020,-8.64,-41.9,-49.3,-12,68,-31.1,-61.8,23.7,-7.27
2500,03/19/2020,-9.93,-43.7,-48.4,-18.1,56.3,-31.1,-54.6,22.7,-11.8
3400,03/19/2020,-6.1,-38.4,-33.4,-15.3,64.5,-33.3,-55.3,24.4,-9.77
3600,03/19/2020,-5.93,-41.2,-46.2,-16.6,70.2,-34.4,-54.5,27.4,-9.34
4400,03/19/2020,-10.5,-40.2,-73.3,-1.04,77.5,-28.9,-20.4,41.5,6.08
900,03/20/2020,-12,-49.6,-54.5,-19.2,65.2,-36.6,-66.1,19.6,-11.6
2500,03/20/2020,-13.4,-50.4,-50.1,-20.5,53.4,-35.6,-58.9,20.4,-13.9
3400,03/20/2020,-9.37,-45.2,-37.9,-20.7,62,-38.1,-59,21.2,-13.4
3600,03/20/2020,-9.23,-47,-52.4,-22.3,65,-38.4,-59,23.4,-12.2
4400,03/20/2020,-15.6,-47.9,-72.1,-11,67.5,-33.6,-9.98,29.8,-4.14
900,03/21/2020,-14.4,-56.8,-58.4,-21.5,63.5,-36.1,-69.2,16.9,-14.9
2500,03/21/2020,-17.2,-57.6,-52.8,-24.7,49.9,-36,-63.8,18.6,-14.5
3400,03/21/2020,-11.8,-52.6,-44.5,-26.4,64.3,-39.7,-61.2,20,-17.3
3600,03/21/2020,-13.3,-54.9,-58.5,-28.5,59,-40.6,-64.8,18.5,-16.3
4400,03/21/2020,-15.8,-58.6,-69.5,-7.7,64,-38.4,-53.4,28.2,-3.59
900,03/22/2020,-16.8,-62.1,-61.3,-25,61.1,-37.3,-71.2,13.3,-18.7
2500,03/22/2020,-18.9,-62.5,-54.2,-26.9,46.8,-37.2,-67.3,15.9,-16.7
3400,03/22/2020,-15.1,-59.4,-46.8,-31.1,57.1,-39.8,-64.4,14.6,-21.2
3600,03/22/2020,-15.5,-60.1,-63.7,-32.5,53.4,-40.7,-67.9,14.4,-19.2
4400,03/22/2020,-21.3,-66.7,-78.7,-6.41,54.5,-43.2,-61.6,24.7,-3.9
900,03/23/2020,-22.1,-67.3,-61.6,-30.7,47.9,-46.7,-72.4,5.06,-23.3
2500,03/23/2020,-22,-66,-56.7,-29.9,40.2,-43.3,-70.1,11.3,-19.4
3400,03/23/2020,-20.9,-63.7,-49.5,-36.8,41.9,-48.2,-65.9,4.81,-26.1
3600,03/23/2020,-21.5,-63.4,-68,-38.5,39.5,-48.2,-71.7,4.67,-24.7
4400,03/23/2020,-27.9,-70.5,-80.5,-25.4,40.9,-49.4,-66.9,9.61,-20.4
900,03/24/2020,-24.5,-69.4,-64.2,-33.2,40.6,-50.8,-71.8,1.21,-25
2500,03/24/2020,-25.6,-67.6,-62,-32.2,33.8,-47.3,-74,7.04,-21.3
3400,03/24/2020,-23.9,-65.2,-54.3,-39.4,36.2,-53.6,-67.7,0.573,-29.1
3600,03/24/2020,-25.1,-65.8,-72.8,-41.1,31.3,-54.7,-74.1,-0.348,-27.2
4400,03/24/2020,-31.5,-72.2,-78.9,-28.7,34.3,-55.5,-72.2,3.41,-26
900,03/25/2020,-26.5,-70.2,-65.7,-35,34.7,-50.9,-73.6,-2.34,-27
2500,03/25/2020,-28.6,-68.8,-66.5,-34.9,30.2,-53.3,-75.8,2.21,-26.8
3400,03/25/2020,-26.7,-65.9,-57.4,-41.8,31.2,-56.6,-68.9,-3.47,-32.3
3600,03/25/2020,-28,-67,-73.3,-42.7,25.1,-57.9,-76.2,-4.74,-30
4400,03/25/2020,-33.7,-72.6,-77.4,-30.2,26.3,-61.6,-80,-1.6,-28.6
900,03/26/2020,-28.7,-70.7,-63.7,-35.7,29.8,-52.7,-75.1,-5.19,-28.4
2500,03/26/2020,-31.5,-68.8,-67.5,-37,25.5,-57.4,-77.9,-1.53,-29.2
3400,03/26/2020,-28.8,-66.8,-59.9,-43.4,25.8,-58.7,-71,-6.74,-33.8
3600,03/26/2020,-29.9,-67.3,-73.4,-43.7,20.7,-61.3,-78.4,-7.91,-32.1
4400,03/26/2020,-35.4,-74.9,-58.1,-30.6,19.2,-67.8,-84.9,-7.46,-32.7
900,03/27/2020,-32.1,-70.7,-65.4,-38.3,17.1,-55.7,-76.5,-12,-31.3
2500,03/27/2020,-36,-68.9,-69.3,-41.9,11.7,-54.5,-79.7,-11.6,-34.8
3400,03/27/2020,-32.3,-67.1,-61.9,-45.3,13.2,-61.5,-72.6,-13.6,-35.8
3600,03/27/2020,-33.5,-68.4,-74.7,-46,10.4,-64.2,-79,-13.9,-34.5
4400,03/27/2020,-40,-75.7,-35.8,-35.5,5.64,-73.9,-86.2,-15.8,-36.6
900,03/28/2020,-34.9,-70.6,-68.4,-41.7,14,-56.8,-78.8,-16,-35.6
2500,03/28/2020,-37.7,-68.5,-72.2,-44.6,8.7,-56.2,-81.5,-16.1,-39.8
3400,03/28/2020,-35.5,-67.6,-62.9,-47,4.16,-62.5,-72.9,-20,-39.9
3600,03/28/2020,-35.1,-68.1,-75,-47,7.23,-64.7,-79.1,-16.7,-36.9
4400,03/28/2020,-42.9,-74.9,-39.9,-44.2,1.45,-80,-88.7,-22.1,-42.8
900,03/29/2020,-36.8,-71.1,-69.7,-42,10.2,-56.6,-79.4,-17.9,-36.6
2500,03/29/2020,-38.8,-68.7,-73.3,-44.9,7.1,-56.7,-83.9,-17.3,-40.7
3400,03/29/2020,-35.6,-67.5,-63,-46.7,5.98,-62.2,-72.1,-19.1,-39.9
3600,03/29/2020,-36.3,-68.3,-74.3,-47.9,6.33,-65.7,-79.7,-18.4,-39.1
4400,03/29/2020,-42.8,-75.3,-28.3,-45.7,7.67,-86.1,-89.8,-20.6,-44.9
900,03/30/2020,-36.7,-70.9,-72.4,-41.4,13.3,-57,-79.3,-17.2,-36.9
2500,03/30/2020,-39.9,-68.5,-74.7,-44.9,5.56,-58.9,-85.4,-19,-42.2
3400,03/30/2020,-34.2,-66.9,-62.7,-45.2,10.7,-62.1,-72.7,-16.4,-38.6
3600,03/30/2020,-35.4,-68.5,-73,-46.2,9.27,-65.5,-80.2,-16,-37.2
4400,03/30/2020,-39.7,-74.4,-26.2,-44.5,10.5,-82.9,-80.4,-14.8,-36.8
900,03/31/2020,-36.6,-70.4,-70.1,-41.2,15,-58.4,-81.3,-16.4,-36.8
2500,03/31/2020,-38.8,-68.1,-75,-43.7,8.3,-57.8,-84.6,-18,-42.5
3400,03/31/2020,-33.2,-66.7,-63.3,-44.2,12.3,-61.5,-73.2,-15.1,-37.6
3600,03/31/2020,-34.7,-68.3,-72.2,-45.6,10.1,-65.1,-80.3,-15.1,-36.2
4400,03/31/2020,-38.1,-74.1,-41,-41.1,7.65,-79.6,-71.7,-17,-38.2
900,04-01-2020,-36.8,-70.4,-69.9,-40.6,16,-60.7,-80.9,-16.1,-36.8
2500,04-01-2020,-37.2,-67.7,-70,-42.4,10.3,-56.2,-81.8,-15.5,-39.9
3400,04-01-2020,-32.5,-66.7,-65,-43,14.3,-61.6,-71.8,-13.5,-36.3
3600,04-01-2020,-33.6,-67.9,-70,-44.5,11.4,-64.3,-77.9,-13.8,-34.7
4400,04-01-2020,-41.2,-73.6,-47.4,-41.7,9.87,-76.4,-70.2,-16.2,-37.6
900,04-02-2020,-36.3,-70.3,-69.7,-40.2,18.8,-58.7,-80.9,-14.8,-36.6
2500,04-02-2020,-36.2,-68.3,-68.7,-40.6,13.2,-55.8,-80.9,-13.5,-38.5
3400,04-02-2020,-31.5,-66.1,-66.2,-41.9,16.4,-62,-71.6,-11.7,-34.9
3600,04-02-2020,-33.4,-67.8,-71.4,-43.7,12.9,-64.6,-76.6,-12.3,-33.3
4400,04-02-2020,-43.5,-73.4,-53.7,-44.1,12.2,-73.1,-69.9,-16.5,-39.8
900,04-03-2020,-36.1,-70.3,-69.1,-40.2,20.1,-59.8,-80.2,-14.4,-36.6
2500,04-03-2020,-34.5,-67.9,-68.1,-39.4,16.6,-60.1,-79.4,-10.3,-36.1
3400,04-03-2020,-30.4,-65.4,-65.8,-40.9,18.9,-62.3,-69.8,-10.4,-34.4
3600,04-03-2020,-32.3,-67.4,-71.4,-42.7,14.8,-64,-76.7,-11.3,-33.2
4400,04-03-2020,-41.1,-74,-60,-44.1,18.6,-69.9,-68.3,-13.8,-39.5
900,04-04-2020,-35.8,-70.3,-67.5,-40.8,19.1,-58.8,-80.4,-14.9,-36.8
2500,04-04-2020,-33.7,-67.9,-68,-37.9,18.7,-61.7,-78.7,-7.32,-33
3400,04-04-2020,-29.8,-64.5,-65.7,-40.8,19.2,-62.9,-70.1,-9.95,-33.7
3600,04-04-2020,-32.2,-67.2,-73,-42.9,15.3,-64.7,-77.3,-10.9,-32.6
4400,04-04-2020,-40.6,-74,-66.4,-44.3,20.6,-66.6,-66.9,-11.9,-38.6
900,04-05-2020,-34.6,-69.3,-67.2,-40.9,21.8,-58.9,-79.6,-14.3,-36.9
2500,04-05-2020,-33,-68.1,-68.8,-38.1,20.7,-62.3,-76.5,-6.2,-32.5
3400,04-05-2020,-29,-63.4,-66.3,-39.7,20.1,-62.6,-70.5,-8.77,-32.3
3600,04-05-2020,-31.6,-67.1,-72.9,-41.7,16.4,-63.8,-77.3,-9.61,-31.1
4400,04-05-2020,-39.5,-72.8,-72.7,-43.7,17.4,-63.4,-65.9,-13.2,-37.2
900,04-06-2020,-34,-68.6,-66.2,-41.5,21.8,-59.5,-79.3,-14.9,-37.5
2500,04-06-2020,-32.6,-67.9,-69.4,-37.2,22.1,-59,-75.8,-4.62,-30.7
3400,04-06-2020,-28.8,-63.4,-64.8,-39.5,20.6,-62.3,-70.4,-7.92,-31.1
3600,04-06-2020,-31.5,-67.1,-73,-41.3,17,-64.4,-77.7,-9.38,-30.9
4400,04-06-2020,-42.8,-72.7,-72.9,-42.8,13.7,-57,-75.9,-18.4,-43.8
900,04-07-2020,-34.3,-69.4,-68.1,-41.1,23.2,-59.1,-79.2,-14.7,-37.7
2500,04-07-2020,-32.3,-68.2,-69.1,-36.6,22.1,-61.1,-76.6,-3.67,-28.9
3400,04-07-2020,-28.9,-63.5,-65.1,-38.6,21.3,-62.2,-71.3,-7.54,-30.7
3600,04-07-2020,-31.3,-66.4,-73.1,-40.5,17.6,-64.9,-78,-8.91,-30.6
4400,04-07-2020,-43.5,-72,-72.6,-49.1,14.4,-58.1,-81.8,-18.8,-44.5
900,04-08-2020,-33.8,-69.3,-69.7,-40.9,25,-60.8,-80.6,-13,-36.4
2500,04-08-2020,-31.6,-68,-73.9,-34.9,23.5,-61.7,-78.3,-1.99,-27.4
3400,04-08-2020,-28.7,-63.1,-63.5,-37.5,22.3,-63.4,-74.1,-6.31,-29.4
3600,04-08-2020,-31.3,-66.7,-76.1,-40.2,18.3,-65.4,-79.9,-8.56,-30.5
4400,04-08-2020,-44,-72.3,-72.5,-45.8,19.6,-60.9,-86.6,-24,-50.5
900,04-09-2020,-33.8,-69.7,-70.1,-40.4,26.4,-62.9,-82,-11.9,-35.5
2500,04-09-2020,-31.2,-67.4,-78.2,-35.2,24.7,-60.7,-78.6,-0.362,-25.7
3400,04-09-2020,-28.6,-62.8,-60.8,-36.9,23.1,-64.8,-74.7,-5.62,-29
3600,04-09-2020,-30.7,-66.1,-75.7,-39.7,19.8,-65.6,-80.6,-7.9,-30.4
4400,04-09-2020,-42.1,-72.5,-72.4,-42.5,14.7,-70.9,-86.4,-22.4,-45.8
900,04-10-2020,-33.3,-70,-70.3,-38,30.5,-63,-82.5,-9.09,-33.6
2500,04-10-2020,-30.2,-66.9,-80,-35,28.8,-61.6,-80.3,2.6,-23.5
3400,04-10-2020,-28.8,-62.7,-61.1,-37,25.1,-65.3,-76.9,-4.46,-28.7
3600,04-10-2020,-31.1,-66.1,-76.8,-39.3,22.4,-66.9,-81.5,-6.7,-30.3
4400,04-10-2020,-39.9,-70.9,-72.3,-40.8,19.7,-74.4,-91.4,-18.3,-41.4
900,04-11-2020,-32.9,-69.8,-70.5,-36.9,33.5,-62.8,-82.4,-6.79,-31.8
2500,04-11-2020,-29.3,-66.5,-81.3,-34.6,32.3,-57,-80.9,4.55,-23
3400,04-11-2020,-28.4,-62.2,-59.6,-36,26.9,-65.2,-77.1,-2.92,-27.5
3600,04-11-2020,-30.6,-66.1,-75.7,-38.5,24.3,-66.8,-81.6,-5.65,-30
4400,04-11-2020,-39.5,-70.3,-72.2,-38.3,18.7,-76.8,-91.6,-16.7,-38.7
900,04-12-2020,-35.6,-70.9,-71,-41.2,24.5,-63.3,-83.3,-12.3,-35.3
2500,04-12-2020,-31.9,-67.5,-82.3,-38.2,23.3,-58.3,-80.8,-1.98,-26.7
3400,04-12-2020,-30.9,-63.5,-58.8,-39.7,18,-65.3,-78.1,-8.97,-31.2
3600,04-12-2020,-32.9,-66.5,-76.9,-41.5,15.5,-67.5,-81.6,-11.8,-34
4400,04-12-2020,-43.1,-70.9,-72.1,-40.8,11.2,-79.1,-91.8,-20.5,-40.1
900,04/13/2020,-37.2,-72.2,-72.8,-41.3,20,-64.2,-84.7,-13.4,-34.6
2500,04/13/2020,-32.6,-67.8,-81.6,-39.5,20.7,-61.7,-80.7,-3.23,-26.9
3400,04/13/2020,-32,-63.8,-59.8,-40.2,13.6,-67.2,-78.7,-11,-31.6
3600,04/13/2020,-33.5,-66.6,-78,-42.2,12.8,-67.6,-81.5,-13.2,-34.4
4400,04/13/2020,-42.8,-70.8,-72.8,-44.2,6.03,-78.4,-89.9,-22.2,-39.7
900,04/14/2020,-36.6,-71.4,-74.4,-40.6,21.7,-64.6,-84.4,-12.3,-33.9
2500,04/14/2020,-32,-67.3,-79.6,-38.7,23.6,-61.1,-80.8,-1.54,-26.1
3400,04/14/2020,-31.3,-63.2,-58.4,-39.5,14.6,-66.5,-78.4,-9.34,-29.6
3600,04/14/2020,-33,-66.7,-78.3,-41.6,13.8,-66.5,-81.4,-11.9,-32.9
4400,04/14/2020,-42.8,-71.8,-72.7,-39.1,6.24,-77.8,-88,-20.4,-37.2
900,04/15/2020,-35.5,-71.1,-74.2,-38.7,22.9,-59.7,-83.5,-11.3,-32.5
2500,04/15/2020,-31.6,-67.3,-77.2,-39.6,24.3,-58.3,-82.9,-1.4,-25.7
3400,04/15/2020,-29.5,-62.6,-57.1,-37.3,15.5,-62.6,-76.6,-7.36,-26.6
3600,04/15/2020,-30.5,-65.4,-77,-38.9,15.4,-63.7,-81.5,-8.95,-29
4400,04/15/2020,-42.2,-72.4,-80.5,-38.1,1.23,-77.2,-86,-12.1,-23.7
900,04/16/2020,-34.3,-71.1,-75.7,-37.6,21,-55.9,-80.9,-11.5,-31.5
2500,04/16/2020,-31,-67,-75,-37.9,22.7,-55.7,-83.8,-1.27,-23.8
3400,04/16/2020,-28.1,-62.4,-58.7,-35.4,14.7,-60.3,-76.2,-6.18,-23.8
3600,04/16/2020,-29.3,-65.2,-75.7,-36.6,14.7,-62.6,-81.2,-7.49,-25.8
4400,04/16/2020,-41.4,-70.8,-81,-41.9,4.21,-76.6,-84.1,-10.7,-23.2
900,04/17/2020,-33.4,-70.9,-74.8,-37.8,17.2,-53.1,-80.7,-11.9,-30
2500,04/17/2020,-31.2,-66.8,-75.6,-36.4,18.7,-54.8,-84.6,-3.76,-24.8
3400,04/17/2020,-26.6,-61.8,-57.8,-33.5,11.6,-58,-75.9,-5.87,-20.8
3600,04/17/2020,-27.9,-64.6,-74.6,-34.8,11.7,-61.2,-80.5,-6.78,-22.3
4400,04/17/2020,-40.6,-71.8,-81.4,-37.9,1.93,-75.9,-82.2,-7.44,-16.5
900,04/18/2020,-33.1,-71,-76.2,-37,12.1,-54.1,-80.2,-13.1,-29.4
2500,04/18/2020,-32.5,-66.9,-76,-36.8,10.7,-58.6,-84.4,-8.46,-26.5
3400,04/18/2020,-26,-61.5,-59.6,-32.9,7.57,-57.2,-74.8,-6.63,-19.1
3600,04/18/2020,-27.1,-64.1,-75.3,-33.6,7.9,-60,-80.2,-7.05,-20
4400,04/18/2020,-41.6,-72.4,-81.6,-40.3,-3.7,-75.3,-80.3,-10.6,-16.9
900,04/19/2020,-31.4,-70.1,-75.8,-35.4,12.5,-51.9,-79.3,-10.8,-26.5
2500,04/19/2020,-30,-64.7,-74.5,-34.7,12.9,-56.7,-85.3,-4.98,-22.7
3400,04/19/2020,-23.4,-59.9,-60.2,-30.8,9.11,-55.6,-73.1,-3.85,-15.7
3600,04/19/2020,-24.6,-62.8,-75.3,-32.3,9.42,-58.9,-80,-4.03,-16.2
4400,04/19/2020,-38.8,-71.4,-83.6,-40.9,-0.176,-74.7,-78.4,-8.02,-15.6
900,04/20/2020,-29.7,-69,-75.1,-34.6,12,-48,-78.7,-9.97,-25.4
2500,04/20/2020,-29.9,-63.3,-73.6,-35.9,6.54,-53.9,-86.2,-7.66,-22.6
3400,04/20/2020,-22.2,-58.8,-60,-30.2,6.8,-52.1,-72.8,-4.3,-14.8
3600,04/20/2020,-23.3,-61.5,-73.8,-31,6.01,-56.6,-80.2,-4.44,-14.4
4400,04/20/2020,-35.9,-69.6,-80.3,-37,-1.23,-74,-63.9,-5.28,-9.32
900,04/21/2020,-27.3,-68.6,-71.6,-29.4,18.8,-45.6,-79.5,-4.59,-20.7
2500,04/21/2020,-26.6,-62.3,-74.2,-30.2,16.1,-54.3,-85.2,0.686,-15.2
3400,04/21/2020,-19,-58.4,-60,-23.9,13.9,-52.2,-72.4,2.12,-8.66
3600,04/21/2020,-20.2,-60.6,-73,-25.2,12.9,-56.2,-80.1,1.89,-8.33
4400,04/21/2020,-32.8,-68.8,-78.2,-36,6.36,-73.4,-63.8,0.918,-4.48
900,04/22/2020,-27.7,-68.3,-70.6,-29.7,17.9,-51.3,-78.2,-5.08,-20.9
2500,04/22/2020,-26.5,-61.6,-75.8,-27.9,14.8,-53.7,-84.6,0.471,-14.7
3400,04/22/2020,-19,-58.8,-61.4,-25.6,14.8,-51.6,-72.6,1.49,-10.3
3600,04/22/2020,-21.5,-61.1,-74.8,-26.4,12.2,-59,-80.6,0.396,-10.3
4400,04/22/2020,-27.6,-66.8,-76.1,-37.8,10.2,-72.7,-62.5,6.03,2.22
900,04/23/2020,-29,-67.5,-71.5,-31.5,16,-57.1,-80.9,-6.44,-21.8
2500,04/23/2020,-26.8,-61.1,-74.3,-27.6,13.3,-53.4,-82.8,0.105,-14.1
3400,04/23/2020,-20,-59.8,-61.6,-26.8,15.8,-52.2,-72.8,0.58,-12.4
3600,04/23/2020,-22.2,-61.4,-77.4,-28,12.2,-58.6,-81.3,-0.553,-11.7
4400,04/23/2020,-26.2,-66.5,-73.8,-31.2,7.36,-72.1,-64.6,3.24,-0.463
900,04/24/2020,-29.6,-66.4,-70.2,-31.8,14.9,-60.8,-81.5,-8.05,-23.5
2500,04/24/2020,-27.1,-61.1,-72,-27.7,12.4,-56.1,-80.4,-0.79,-14.7
3400,04/24/2020,-21.4,-60.7,-62.2,-28.1,15.9,-52.1,-72.9,-1.1,-15.1
3600,04/24/2020,-22.8,-61.8,-77.8,-29.2,12.6,-57.8,-81.2,-1.61,-13.6
4400,04/24/2020,-28,-64.2,-72.1,-34.4,2.77,-71.4,-65.4,-2.16,-6.14
900,04/25/2020,-29.8,-64.4,-67.2,-33.7,15.7,-60.7,-82.4,-9.1,-24.9
2500,04/25/2020,-25.6,-57,-71.5,-27.3,15.2,-55.9,-79,1.5,-12.6
3400,04/25/2020,-21.4,-60.5,-62.1,-28.6,20,-52.9,-73.7,0.231,-15.3
3600,04/25/2020,-22.9,-61.2,-76.6,-30.1,14.1,-58.1,-80.9,-1.77,-14.7
4400,04/25/2020,-25.5,-61,-69.8,-30.2,3.44,-70.8,-69.4,-0.0937,-3.03
900,04/26/2020,-29.5,-63.6,-68.1,-30.4,24.1,-63.4,-82.2,-5.25,-23.3
2500,04/26/2020,-24.8,-56.8,-71.6,-23.2,22.3,-57.1,-79.4,5.76,-10.6
3400,04/26/2020,-21.3,-60.8,-62.2,-25.5,29.2,-53.9,-74.8,4.5,-14.1
3600,04/26/2020,-22.7,-60.7,-75.8,-26.8,21.6,-58.8,-81.7,2.11,-13.4
4400,04/26/2020,-22.6,-61.1,-67.5,-26.5,8.06,-70.1,-71.1,1.39,-3.98
900,04/27/2020,-28.9,-63.5,-68.1,-28.3,31.3,-65,-81.9,-2.41,-22.1
2500,04/27/2020,-23.4,-57.7,-71.4,-17.9,33,-56.8,-78.9,11.4,-8.6
3400,04/27/2020,-20.1,-60.8,-62,-22.5,39.8,-54.6,-74.6,9.56,-12.2
3600,04/27/2020,-21.7,-60.5,-75.8,-25.1,30.3,-59.1,-81.2,6.29,-12.1
4400,04/27/2020,-23.2,-61.8,-67.9,-28.6,16.9,-70.5,-70.6,0.759,-12
900,04/28/2020,-30,-63.8,-70.2,-32.8,20.2,-65.2,-81.6,-7.57,-24.2
2500,04/28/2020,-25.8,-58.6,-72,-23.5,18.3,-55,-79.4,1.91,-14.1
3400,04/28/2020,-22.3,-61,-62.7,-27.9,29.5,-54.8,-75.2,2.68,-16.9
3600,04/28/2020,-23.8,-61,-76.6,-29.5,20.8,-59.8,-81.3,-0.298,-16.6
4400,04/28/2020,-23.2,-61.8,-68.8,-28.3,6.39,-70.9,-72.5,-2.72,-10.3
900,04/29/2020,-28.7,-63.8,-68.5,-31.9,20.6,-62.5,-82.5,-5.97,-22.2
2500,04/29/2020,-25.3,-58,-70.7,-21.1,19.8,-58.8,-79,4.22,-11
